0,0,100,89,189
1,0,100,189,289
2,0,100,289,389
3,0,100,389,489
4,0,100,489,589
5,0,100,589,689
6,0,100,689,789
7,0,100,789,889
8,0,100,889,989
9,0,100,989,1089
10,0,100,1089,1189
11,0,100,1189,1289
12,0,100,1289,1389
13,0,100,1389,1489
14,0,100,1489,1589
15,0,100,1589,1689
16,0,100,1689,1789
17,0,100,1789,1889
18,0,100,1889,1989
19,0,100,1989,2089
20,0,100,2089,2189
21,0,100,2189,2289
22,0,100,2289,2389
23,0,100,2389,2489
24,0,100,2489,2589
25,0,100,2589,2689
26,0,100,2689,2789
27,0,100,2789,2889
28,0,100,2889,2989
29,0,100,2989,3089
30,0,100,3089,3189
31,0,100,3189,3289
32,0,100,3289,3389
33,0,100,3389,3489
34,0,100,3489,3589
35,0,100,3589,3689
36,0,100,3689,3789
37,0,100,3789,3889
38,0,100,3889,3989
39,100,200,89,189
40,100,200,189,289
41,100,200,289,389
42,100,200,389,489
43,100,200,489,589
44,100,200,589,689
45,100,200,689,789
46,100,200,789,889
47,100,200,889,989
48,100,200,989,1089
49,100,200,1089,1189
50,100,200,1189,1289
51,100,200,1289,1389
52,100,200,1389,1489
53,100,200,1489,1589
54,100,200,1589,1689
55,100,200,1689,1789
56,100,200,1789,1889
57,100,200,1889,1989
58,100,200,1989,2089
59,100,200,2089,2189
60,100,200,2189,2289
61,100,200,2289,2389
62,100,200,2389,2489
63,100,200,2489,2589
64,100,200,2589,2689
65,100,200,2689,2789
66,100,200,2789,2889
67,100,200,2889,2989
68,100,200,2989,3089
69,100,200,3089,3189
70,100,200,3189,3289
71,100,200,3289,3389
72,100,200,3389,3489
73,100,200,3489,3589
74,100,200,3589,3689
75,100,200,3689,3789
76,100,200,3789,3889
77,100,200,3889,3989
78,200,300,89,189
79,200,300,189,289
80,200,300,289,389
81,200,300,389,489
82,200,300,489,589
83,200,300,589,689
84,200,300,689,789
85,200,300,789,889
86,200,300,889,989
87,200,300,989,1089
88,200,300,1089,1189
89,200,300,1189,1289
90,200,300,1289,1389
91,200,300,1389,1489
92,200,300,1489,1589
93,200,300,1589,1689
94,200,300,1689,1789
95,200,300,1789,1889
96,200,300,1889,1989
97,200,300,1989,2089
98,200,300,2089,2189
99,200,300,2189,2289
100,200,300,2289,2389
101,200,300,2389,2489
102,200,300,2489,2589
103,200,300,2589,2689
104,200,300,2689,2789
105,200,300,2789,2889
106,200,300,2889,2989
107,200,300,2989,3089
108,200,300,3089,3189
109,200,300,3189,3289
110,200,300,3289,3389
111,200,300,3389,3489
112,200,300,3489,3589
113,200,300,3589,3689
114,200,300,3689,3789
115,200,300,3789,3889
116,200,300,3889,3989
117,300,400,89,189
118,300,400,189,289
119,300,400,289,389
120,300,400,389,489
121,300,400,489,589
122,300,400,589,689
123,300,400,689,789
124,300,400,789,889
125,300,400,889,989
126,300,400,989,1089
127,300,400,1089,1189
128,300,400,1189,1289
129,300,400,1289,1389
130,300,400,1389,1489
131,300,400,1489,1589
132,300,400,1589,1689
133,300,400,1689,1789
134,300,400,1789,1889
135,300,400,1889,1989
136,300,400,1989,2089
137,300,400,2089,2189
138,300,400,2189,2289
139,300,400,2289,2389
140,300,400,2389,2489
141,300,400,2489,2589
142,300,400,2589,2689
143,300,400,2689,2789
144,300,400,2789,2889
145,300,400,2889,2989
146,300,400,2989,3089
147,300,400,3089,3189
148,300,400,3189,3289
149,300,400,3289,3389
150,300,400,3389,3489
151,300,400,3489,3589
152,300,400,3589,3689
153,300,400,3689,3789
154,300,400,3789,3889
155,300,400,3889,3989
156,400,500,89,189
157,400,500,189,289
158,400,500,289,389
159,400,500,389,489
160,400,500,489,589
161,400,500,589,689
162,400,500,689,789
163,400,500,789,889
164,400,500,889,989
165,400,500,989,1089
166,400,500,1089,1189
167,400,500,1189,1289
168,400,500,1289,1389
169,400,500,1389,1489
170,400,500,1489,1589
171,400,500,1589,1689
172,400,500,1689,1789
173,400,500,1789,1889
174,400,500,1889,1989
175,400,500,1989,2089
176,400,500,2089,2189
177,400,500,2189,2289
178,400,500,2289,2389
179,400,500,2389,2489
180,400,500,2489,2589
181,400,500,2589,2689
182,400,500,2689,2789
183,400,500,2789,2889
184,400,500,2889,2989
185,400,500,2989,3089
186,400,500,3089,3189
187,400,500,3189,3289
188,400,500,3289,3389
189,400,500,3389,3489
190,400,500,3489,3589
191,400,500,3589,3689
192,400,500,3689,3789
193,400,500,3789,3889
194,400,500,3889,3989
195,500,600,89,189
196,500,600,189,289
197,500,600,289,389
198,500,600,389,489
199,500,600,489,589
200,500,600,589,689
201,500,600,689,789
202,500,600,789,889
203,500,600,889,989
204,500,600,989,1089
205,500,600,1089,1189
206,500,600,1189,1289
207,500,600,1289,1389
208,500,600,1389,1489
209,500,600,1489,1589
210,500,600,1589,1689
211,500,600,1689,1789
212,500,600,1789,1889
213,500,600,1889,1989
214,500,600,1989,2089
215,500,600,2089,2189
216,500,600,2189,2289
217,500,600,2289,2389
218,500,600,2389,2489
219,500,600,2489,2589
220,500,600,2589,2689
221,500,600,2689,2789
222,500,600,2789,2889
223,500,600,2889,2989
224,500,600,2989,3089
225,500,600,3089,3189
226,500,600,3189,3289
227,500,600,3289,3389
228,500,600,3389,3489
229,500,600,3489,3589
230,500,600,3589,3689
231,500,600,3689,3789
232,500,600,3789,3889
233,500,600,3889,3989
234,600,700,89,189
235,600,700,189,289
236,600,700,289,389
237,600,700,389,489
238,600,700,489,589
239,600,700,589,689
240,600,700,689,789
241,600,700,789,889
242,600,700,889,989
243,600,700,989,1089
244,600,700,1089,1189
245,600,700,1189,1289
246,600,700,1289,1389
247,600,700,1389,1489
248,600,700,1489,1589
249,600,700,1589,1689
250,600,700,1689,1789
251,600,700,1789,1889
252,600,700,1889,1989
253,600,700,1989,2089
254,600,700,2089,2189
255,600,700,2189,2289
256,600,700,2289,2389
257,600,700,2389,2489
258,600,700,2489,2589
259,600,700,2589,2689
260,600,700,2689,2789
261,600,700,2789,2889
262,600,700,2889,2989
263,600,700,2989,3089
264,600,700,3089,3189
265,600,700,3189,3289
266,600,700,3289,3389
267,600,700,3389,3489
268,600,700,3489,3589
269,600,700,3589,3689
270,600,700,3689,3789
271,600,700,3789,3889
272,600,700,3889,3989
273,700,800,89,189
274,700,800,189,289
275,700,800,289,389
276,700,800,389,489
277,700,800,489,589
278,700,800,589,689
279,700,800,689,789
280,700,800,789,889
281,700,800,889,989
282,700,800,989,1089
283,700,800,1089,1189
284,700,800,1189,1289
285,700,800,1289,1389
286,700,800,1389,1489
287,700,800,1489,1589
288,700,800,1589,1689
289,700,800,1689,1789
290,700,800,1789,1889
291,700,800,1889,1989
292,700,800,1989,2089
293,700,800,2089,2189
294,700,800,2189,2289
295,700,800,2289,2389
296,700,800,2389,2489
297,700,800,2489,2589
298,700,800,2589,2689
299,700,800,2689,2789
300,700,800,2789,2889
301,700,800,2889,2989
302,700,800,2989,3089
303,700,800,3089,3189
304,700,800,3189,3289
305,700,800,3289,3389
306,700,800,3389,3489
307,700,800,3489,3589
308,700,800,3589,3689
309,700,800,3689,3789
310,700,800,3789,3889
311,700,800,3889,3989
312,800,900,89,189
313,800,900,189,289
314,800,900,289,389
315,800,900,389,489
316,800,900,489,589
317,800,900,589,689
318,800,900,689,789
319,800,900,789,889
320,800,900,889,989
321,800,900,989,1089
322,800,900,1089,1189
323,800,900,1189,1289
324,800,900,1289,1389
325,800,900,1389,1489
326,800,900,1489,1589
327,800,900,1589,1689
328,800,900,1689,1789
329,800,900,1789,1889
330,800,900,1889,1989
331,800,900,1989,2089
332,800,900,2089,2189
333,800,900,2189,2289
334,800,900,2289,2389
335,800,900,2389,2489
336,800,900,2489,2589
337,800,900,2589,2689
